交易证券,交收日期,摘要,发生金额,成交数量,成交价格,资金余额,货币代码,委托日期,结算汇率,年度,证券代码,证券名称,融资账户
GC001  204001,20160408,融券回购,-600006,6000,1.88,42741.92,人民币,20160408,0,2016,204001,GC001  ,
证券B  150172,20160408,证券卖出,116665.99,93800,1.244,642747.92,人民币,20160408,0,2016,150172,证券B  ,
证券B  150172,20160408,证券卖出,218684.37,175000,1.25,526081.93,人民币,20160408,0,2016,150172,证券B  ,
中信证券  600030,20160408,证券卖出,306992.18,18200,16.89,307397.56,人民币,20160408,0,2016,600030,中信证券  ,
GC001  204001,20160411,融券回购,-600006,6000,1.81,42767.25,人民币,20160411,0,2016,204001,GC001  ,
GC001  204001,20160411,融券购回,600031.33,6000,1.88,642773.25,人民币,20160408,0,2016,204001,GC001  ,
GC001  204001,20160412,融券回购,-400004,4000,1.285,28099.03,人民币,20160412,0,2016,204001,GC001  ,
GC001  204001,20160412,融券购回,600030.17,6000,1.81,642797.42,人民币,20160411,0,2016,204001,GC001  ,
证券B  150172,20160412,证券买入,-214694.39,165100,1.3,428103.03,人民币,20160412,0,2016,150172,证券B  ,
GC001  204001,20160413,融券购回,400014.28,4000,1.285,428113.31,人民币,20160412,0,2016,204001,GC001  ,
中国重工  601989,20160413,证券买入,-320763.61,45100,7.11,345.01,人民币,20160413,0,2016,601989,中国重工  ,
证券B  150172,20160413,证券买入,-107004.69,76300,1.402,321108.62,人民币,20160413,0,2016,150172,证券B  ,
军工B  150182,20160418,证券卖出,298546.31,239100,1.249,922495.57,人民币,20160418,0,2016,150182,军工B  ,
证券B  150172,20160418,证券卖出,313725.85,241400,1.3,623949.26,人民币,20160418,0,2016,150172,证券B  ,
中国重工  601989,20160418,证券卖出,309878.4,45100,6.88,310223.41,人民币,20160418,0,2016,601989,中国重工  ,
银华锐进  150019,20160420,证券卖出,273886.61,337300,0.812,1574630.17,人民币,20160420,0,2016,150019,银华锐进  ,
创业板B  150153,20160420,证券卖出,378247.99,379500,0.997,1300743.56,人民币,20160420,0,2016,150153,创业板B  ,
-  -,20160421,证券转银行,-1500000,0,0,74630.17,人民币,20160421,0,2016,  -,-,
-  -,20160504,银行转证券,1500000,0,0,1574630.17,人民币,20160504,0,2016,  -,-,
中直股份  600038,20160504,证券买入,-77715.88,1900,40.89,1496914.29,人民币,20160504,0,2016,600038,中直股份  ,
东软集团  600718,20160504,证券买入,-73538.52,3900,18.85,1423375.77,人民币,20160504,0,2016,600718,东软集团  ,
凤凰传媒  601928,20160504,证券买入,-70870.66,6400,11.07,1352505.11,人民币,20160504,0,2016,601928,凤凰传媒  ,
奥飞娱乐  002292,20160504,证券买入,-66786.03,1900,35.14,1285719.08,人民币,20160504,0,2016,2292,奥飞娱乐  ,
四川长虹  600839,20160504,证券买入,-62570.02,15000,4.17,1223149.06,人民币,20160504,0,2016,600839,四川长虹  ,
神州泰岳  300002,20160504,证券买入,-60669.19,6900,8.79,1162479.87,人民币,20160504,0,2016,300002,神州泰岳  ,
人民网  603000,20160504,证券买入,-53551.13,2900,18.46,1051454.35,人民币,20160504,0,2016,603000,人民网  ,
万向钱潮  000559,20160504,证券买入,-51858.56,3300,15.71,999595.79,人民币,20160504,0,2016,559,万向钱潮  ,
白云山  600332,20160504,证券买入,-48735.6,2100,23.2,950860.19,人民币,20160504,0,2016,600332,白云山  ,
浙报传媒  600633,20160504,证券买入,-46995.03,2900,16.2,903865.16,人民币,20160504,0,2016,600633,浙报传媒  ,
同方股份  600100,20160504,证券买入,-44814.34,3200,14,859050.82,人民币,20160504,0,2016,600100,同方股份  ,
中航资本  600705,20160504,证券买入,-57474.39,4800,11.97,1105005.48,人民币,20160504,0,2016,600705,中航资本  ,
张江高科  600895,20160504,证券买入,-39798.73,1900,20.94,778142.76,人民币,20160504,0,2016,600895,张江高科  ,
锦龙股份  000712,20160504,证券买入,-41109.33,2100,19.57,817941.49,人民币,20160504,0,2016,712,锦龙股份  ,
GC001  204001,20160504,融券回购,-700007,7000,1.62,39811.26,人民币,20160504,0,2016,204001,GC001  ,
华谊兄弟  300027,20160504,证券买入,-38324.5,2700,14.19,739818.26,人民币,20160504,0,2016,300027,华谊兄弟  ,
东方航空  600115,20160505,证券买入,-34561.06,5000,6.91,568930.81,人民币,20160505,0,2016,600115,东方航空  ,
新兴铸管  000778,20160505,证券买入,-46724.01,9000,5.19,644504.17,人民币,20160505,0,2016,778,新兴铸管  ,
京东方Ａ  000725,20160505,证券买入,-48614.58,20000,2.43,691228.18,人民币,20160505,0,2016,725,京东方Ａ  ,
GC001  204001,20160505,融券购回,700031.5,7000,1.62,739842.76,人民币,20160504,0,2016,204001,GC001  ,
潍柴动力  000338,20160505,证券买入,-41012.3,5000,8.2,603491.87,人民币,20160505,0,2016,338,潍柴动力  ,
迪安诊断  300244,20160506,红利入账,50,0,0,120232.83,人民币,20160506,0,2016,300244,迪安诊断  ,
京东方Ａ  000725,20160506,证券卖出,48137.34,20000,2.41,120182.83,人民币,20160506,0,2016,725,京东方Ａ  ,
GC001  204001,20160506,融券回购,-1100011,11000,1.53,72045.49,人民币,20160506,0,2016,204001,GC001  ,
同方股份  600100,20160506,证券卖出,43622.34,3200,13.65,1172056.49,人民币,20160506,0,2016,600100,同方股份  ,
白云山  600332,20160506,证券卖出,46935.96,2100,22.38,1128434.15,人民币,20160506,0,2016,600332,白云山  ,
张江高科  600895,20160506,证券卖出,38462.16,1900,20.27,920534.2,人民币,20160506,0,2016,600895,张江高科  ,
中航资本  600705,20160506,证券卖出,55175.08,4800,11.51,1044610.21,人民币,20160506,0,2016,600705,中航资本  ,
凤凰传媒  601928,20160506,证券卖出,68900.93,6400,10.78,989435.13,人民币,20160506,0,2016,601928,凤凰传媒  ,
迪安诊断  300244,20160506,红股入账,0,400,0,120232.83,人民币,20160506,0,2016,300244,迪安诊断  ,
东软集团  600718,20160506,证券卖出,70146.28,3900,18.01,882072.04,人民币,20160506,0,2016,600718,东软集团  ,
浙报传媒  600633,20160506,证券卖出,45411.99,2900,15.68,811925.76,人民币,20160506,0,2016,600633,浙报传媒  ,
神州泰岳  300002,20160506,证券卖出,58849.39,6900,8.54,766513.77,人民币,20160506,0,2016,300002,神州泰岳  ,
华谊兄弟  300027,20160506,证券卖出,36887.98,2700,13.68,1081498.19,人民币,20160506,0,2016,300027,华谊兄弟  ,
奥飞娱乐  002292,20160506,证券卖出,63946.75,1900,33.7,707664.38,人民币,20160506,0,2016,2292,奥飞娱乐  ,
新兴铸管  000778,20160506,证券卖出,45211.14,9000,5.03,643717.63,人民币,20160506,0,2016,778,新兴铸管  ,
万向钱潮  000559,20160506,证券卖出,50688.02,3300,15.38,558349.77,人民币,20160506,0,2016,559,万向钱潮  ,
锦龙股份  000712,20160506,证券卖出,40156.72,2100,19.147,598506.49,人民币,20160506,0,2016,712,锦龙股份  ,
潍柴动力  000338,20160506,证券卖出,40197.67,5000,8.05,507661.75,人民币,20160506,0,2016,338,潍柴动力  ,
上港集团  600018,20160506,证券买入,-40492.95,8000,5.06,393177.29,人民币,20160506,0,2016,600018,上港集团  ,
中兴通讯  000063,20160506,证券买入,-51255.37,3500,14.64,433670.24,人民币,20160506,0,2016,63,中兴通讯  ,
农 产 品  000061,20160506,证券买入,-54216.26,4000,13.55,484925.61,人民币,20160506,0,2016,61,农 产 品  ,
迪安诊断  300244,20160506,证券买入,-29788.94,500,59.56,539141.87,人民币,20160506,0,2016,300244,迪安诊断  ,
中直股份  600038,20160506,证券卖出,74286.79,1900,39.15,467464.08,人民币,20160506,0,2016,600038,中直股份  ,
GC001  204001,20160509,融券购回,1100046.75,11000,1.53,1220279.58,人民币,20160506,0,2016,204001,GC001  ,
上港集团  600018,20160509,证券卖出,31288.63,6500,4.82,1385565.81,人民币,20160509,0,2016,600018,上港集团  ,
上港集团  600018,20160509,证券卖出,7292.54,1500,4.87,1275529.69,人民币,20160509,0,2016,600018,上港集团  ,
迪安诊断  300244,20160509,证券卖出,27054.78,900,30.1,1354277.18,人民币,20160509,0,2016,300244,迪安诊断  ,
东方航空  600115,20160509,证券卖出,35103.6,5000,7.03,1420669.41,人民币,20160509,0,2016,600115,东方航空  ,
四川长虹  600839,20160509,证券卖出,66062.67,15000,4.41,1486732.08,人民币,20160509,0,2016,600839,四川长虹  ,
人民网  603000,20160509,证券卖出,51638.75,2900,17.83,1538370.83,人民币,20160509,0,2016,603000,人民网  ,
GC001  204001,20160509,融券回购,-1500015,15000,1.5,38355.83,人民币,20160509,0,2016,204001,GC001  ,
中兴通讯  000063,20160509,证券卖出,47957.57,3500,13.72,1268237.15,人民币,20160509,0,2016,63,中兴通讯  ,
农 产 品  000061,20160509,证券卖出,51692.71,4000,12.94,1327222.4,人民币,20160509,0,2016,61,农 产 品  ,
-300244,20160510,红利税补扣,-10,0,0,38345.83,人民币,20160510,0,2016,300244,-,
GC001  204001,20160510,融券购回,1500062.5,15000,1.5,1538408.33,人民币,20160509,0,2016,204001,GC001  ,
-  -,20160511,证券转银行,-1500000,0,0,38408.33,人民币,20160511,0,2016,  -,-,
-  -,20160513,手续费多退少补取,-6.89,0,0,38401.44,人民币,20150210,0,2016,  -,-,
石基信息  002153,20160523,证券买入,-38375.5,1500,25.576,25.94,人民币,20160523,0,2016,2153,石基信息  ,
石基信息  002153,20160530,证券卖出,36852.03,1500,24.6,36877.97,人民币,20160530,0,2016,2153,石基信息  ,
海南海药  000566,20160601,证券买入,-21286.38,2000,10.64,920.84,人民币,20160601,0,2016,566,海南海药  ,
信立泰  002294,20160601,证券买入,-31581.47,1200,26.31,22207.22,人民币,20160601,0,2016,2294,信立泰  ,
奥飞娱乐  002292,20160601,证券买入,-28205.46,900,31.33,53788.69,人民币,20160601,0,2016,2292,奥飞娱乐  ,
金风科技  002202,20160601,证券买入,-46243.86,3000,15.41,155849.32,人民币,20160601,0,2016,2202,金风科技  ,
科大讯飞  002230,20160601,证券买入,-58891.65,2000,29.437,202093.18,人民币,20160601,0,2016,2230,科大讯飞  ,
-  -,20160601,银行转证券,500000,0,0,536877.97,人民币,20160601,0,2016,  -,-,
歌尔声学  002241,20160601,证券买入,-27138.14,1000,27.13,509739.83,人民币,20160601,0,2016,2241,歌尔声学  ,
石基信息  002153,20160601,证券买入,-26718.01,1000,26.71,483021.82,人民币,20160601,0,2016,2153,石基信息  ,
荣盛发展  002146,20160601,证券买入,-20376.11,3000,6.79,462645.71,人民币,20160601,0,2016,2146,荣盛发展  ,
洋河股份  002304,20160601,证券买入,-20796.24,300,69.3,441849.47,人民币,20160601,0,2016,2304,洋河股份  ,
掌趣科技  300315,20160601,证券买入,-21346.41,2000,10.67,420503.06,人民币,20160601,0,2016,300315,掌趣科技  ,
汇川技术  300124,20160601,证券买入,-22086.62,1200,18.4,398416.44,人民币,20160601,0,2016,300124,汇川技术  ,
哈尔斯  002615,20160601,证券买入,-18105.43,1000,18.1,380311.01,人民币,20160601,0,2016,2615,哈尔斯  ,
三泰控股  002312,20160601,证券买入,-18235.46,1000,18.23,362075.55,人民币,20160601,0,2016,2312,三泰控股  ,
华信国际  002018,20160601,证券买入,-20066.02,2000,10.03,342009.53,人民币,20160601,0,2016,2018,华信国际  ,
南方航空  600029,20160601,证券买入,-20526.57,3000,6.84,321482.96,人民币,20160601,0,2016,600029,南方航空  ,
大华股份  002236,20160601,证券买入,-19835.94,1500,13.22,301647.02,人民币,20160601,0,2016,2236,大华股份  ,
歌尔声学  002241,20160601,证券买入,-40662.19,1500,27.1,260984.83,人民币,20160601,0,2016,2241,歌尔声学  ,
双鹭药业  002038,20160601,证券买入,-73855.17,2500,29.533,81994.15,人民币,20160601,0,2016,2038,双鹭药业  ,
-  -,20160603,银行转证券,100000,0,0,100920.84,人民币,20160603,0,2016,  -,-,
-  -,20160603,银行转证券,100000,0,0,200920.84,人民币,20160603,0,2016,  -,-,
南兴装备  002757,20160603,证券买入,-34498.35,800,43.11,166422.49,人民币,20160603,0,2016,2757,南兴装备  ,
亿晶光电  600537,20160603,证券买入,-21669.93,2900,7.47,144752.56,人民币,20160603,0,2016,600537,亿晶光电  ,
华信国际  002018,20160603,证券买入,-22182.65,2200,10.08,122569.91,人民币,20160603,0,2016,2018,华信国际  ,
掌趣科技  300315,20160603,证券买入,-22455.74,2100,10.69,100114.17,人民币,20160603,0,2016,300315,掌趣科技  ,
哈尔斯  002615,20160603,证券买入,-19005.7,1000,19,62272.82,人民币,20160603,0,2016,2615,哈尔斯  ,
南方航空  600029,20160603,证券买入,-9183.18,1300,7.06,53089.64,人民币,20160603,0,2016,600029,南方航空  ,
亿晶光电  600537,20160603,证券买入,-12755.26,1700,7.5,40334.38,人民币,20160603,0,2016,600537,亿晶光电  ,
海南海药  000566,20160603,证券买入,-9563.19,900,10.62,30771.19,人民币,20160603,0,2016,566,海南海药  ,
大华股份  002236,20160603,证券买入,-14899.29,1100,13.54,15871.9,人民币,20160603,0,2016,2236,大华股份  ,
石基信息  002153,20160603,证券买入,-13915.28,500,27.82,1956.62,人民币,20160603,0,2016,2153,石基信息  ,
三泰控股  002312,20160603,证券买入,-18835.65,1000,18.83,81278.52,人民币,20160603,0,2016,2312,三泰控股  ,
-  -,20160606,银行转证券,100000,0,0,101956.62,人民币,20160606,0,2016,  -,-,
海南海药  000566,20160606,证券买入,-10525.21,1000,10.52,91431.41,人民币,20160606,0,2016,566,海南海药  ,
荣盛发展  002146,20160606,证券买入,-15097.3,2200,6.86,60583.8,人民币,20160606,0,2016,2146,荣盛发展  ,
奥飞娱乐  002292,20160606,证券买入,-15750.31,500,31.49,75681.1,人民币,20160606,0,2016,2292,奥飞娱乐  ,
汇川技术  300124,20160606,证券买入,-13368.27,700,19.09,47215.53,人民币,20160606,0,2016,300124,汇川技术  ,
亿晶光电  600537,20160606,证券买入,-16659.33,2200,7.57,17220.93,人民币,20160606,0,2016,600537,亿晶光电  ,
哈尔斯  002615,20160606,证券买入,-17105.34,900,19,115.59,人民币,20160606,0,2016,2615,哈尔斯  ,
信立泰  002294,20160606,证券买入,-13335.27,500,26.66,33880.26,人民币,20160606,0,2016,2294,信立泰  ,
-  -,20160607,银行转证券,50000,0,0,50115.59,人民币,20160607,0,2016,  -,-,
万达院线  002739,20160607,证券买入,-44288.29,500,88.55,5827.3,人民币,20160607,0,2016,2739,万达院线  ,
双鹭药业  002038,20160608,证券卖出,72480.65,2500,29.03,78307.95,人民币,20160608,0,2016,2038,双鹭药业  ,
华通医药  002758,20160608,证券买入,-47294.19,1500,31.52,31013.76,人民币,20160608,0,2016,2758,华通医药  ,
金风科技  002202,20160608,证券卖出,44941.5,3000,15,110178.7,人民币,20160608,0,2016,2202,金风科技  ,
GC001  204001,20160608,融券回购,-100001,1000,1.705,10177.7,人民币,20160608,0,2016,204001,GC001  ,
大华股份  002236,20160608,证券卖出,34223.44,2600,13.18,65237.2,人民币,20160608,0,2016,2236,大华股份  ,
南兴装备  002757,20160613,证券卖出,31455.05,800,39.37,112485.35,人民币,20160613,0,2016,2757,南兴装备  ,
石基信息  002153,20160613,证券卖出,38005.52,1500,25.37,150490.87,人民币,20160613,0,2016,2153,石基信息  ,
华信国际  002018,20160613,证券卖出,38925.33,4200,9.28,189416.2,人民币,20160613,0,2016,2018,华信国际  ,
奥飞娱乐  002292,20160613,证券卖出,40701.02,1400,29.11,230117.22,人民币,20160613,0,2016,2292,奥飞娱乐  ,
荣盛发展  002146,20160613,证券卖出,34327.32,5200,6.61,264444.54,人民币,20160613,0,2016,2146,荣盛发展  ,
掌趣科技  300315,20160613,证券卖出,41233.33,4100,10.07,344868.85,人民币,20160613,0,2016,300315,掌趣科技  ,
汇川技术  300124,20160613,证券卖出,34136.57,1900,17.99,379005.42,人民币,20160613,0,2016,300124,汇川技术  ,
三泰控股  002312,20160613,证券卖出,34634.92,2000,17.34,413640.34,人民币,20160613,0,2016,2312,三泰控股  ,
歌尔声学  002241,20160613,证券卖出,68914.28,2500,27.602,482554.62,人民币,20160613,0,2016,2241,歌尔声学  ,
信立泰  002294,20160613,证券卖出,43667.17,1700,25.72,526221.79,人民币,20160613,0,2016,2294,信立泰  ,
科大讯飞  002230,20160613,证券卖出,63380.5,2000,31.732,589602.29,人民币,20160613,0,2016,2230,科大讯飞  ,
万达院线  002739,20160613,证券卖出,39698.32,500,79.5,81030.3,人民币,20160613,0,2016,2739,万达院线  ,
华通医药  002758,20160613,证券卖出,41274.25,1500,27.552,41331.98,人民币,20160613,0,2016,2758,华通医药  ,
海南海药  000566,20160613,证券卖出,39190.98,3900,10.062,303635.52,人民币,20160613,0,2016,566,海南海药  ,
军工B  150182,20160613,证券买入,-85842.24,74300,1.155,57.73,人民币,20160613,0,2016,150182,军工B  ,
GC001  204001,20160613,融券购回,100004.74,1000,1.705,110182.44,人民币,20160608,0,2016,204001,GC001  ,
新光药业  300519,20160613,申购中签,0,500,12.2,110182.44,人民币,20160608,0,2016,300519,新光药业  ,
信威集团  600485,20160613,证券买入,-54557.45,3000,18.18,55624.99,人民币,20160613,0,2016,600485,信威集团  ,
南方航空  600029,20160613,证券卖出,30274.98,4300,7.05,85899.97,人民币,20160613,0,2016,600029,南方航空  ,
GC001  204001,20160614,融券回购,-700007,7000,2.8,14373.82,人民币,20160614,0,2016,204001,GC001  ,
新光药业  300519,20160614,中签缴款,-6100,0,12.2,8273.82,人民币,20160608,0,2016,300519,新光药业  ,
信威集团  600485,20160614,证券卖出,50722.94,3000,16.93,640325.23,人民币,20160614,0,2016,600485,信威集团  ,
洋河股份  002304,20160614,证券卖出,21604.88,300,72.11,661930.11,人民币,20160614,0,2016,2304,洋河股份  ,
哈尔斯  002615,20160614,证券卖出,52450.71,2900,18.11,714380.82,人民币,20160614,0,2016,2615,哈尔斯  ,
