交易证券,交收日期,摘要,发生金额,成交数量,成交价格,资金余额,货币代码,委托日期,结算汇率,年度,证券代码,证券名称,融资账户
-  -,20151130,银行转证券,100000,0,0,1000060.85,人民币,20151130,0,2015,  -,-,
-  -,20151130,银行转证券,600000,0,0,1600060.85,人民币,20151130,0,2015,  -,-,
创业板B  150153,20151130,证券买入,-200268.06,129000,1.552,1399792.79,人民币,20151130,0,2015,150153,创业板B  ,
军工B  150182,20151130,证券买入,-57232.68,61200,0.935,1342560.11,人民币,20151130,0,2015,150182,军工B  ,
证券B  150172,20151130,证券买入,-141580.78,85008,1.665,1200979.33,人民币,20151130,0,2015,150172,证券B  ,
证券B  150172,20151130,证券买入,-200932.56,120000,1.674,1000046.77,人民币,20151130,0,2015,150172,证券B  ,
创业板B  150153,20151130,证券买入,-113865.35,73600,1.547,686295.47,人民币,20151130,0,2015,150153,创业板B  ,
GC001  204001,20151130,融券回购,-600006,6000,4,86289.47,人民币,20151130,0,2015,204001,GC001  ,
创业板B  150153,20151130,证券卖出,296632.48,186500,1.591,382921.95,人民币,20151130,0,2015,150153,创业板B  ,
军工B  150182,20151130,证券卖出,55981.2,61200,0.915,438903.15,人民币,20151130,0,2015,150182,军工B  ,
GC001  204001,20151130,融券回购,-300003,3000,0.7,138900.15,人民币,20151130,0,2015,204001,GC001  ,
陆家Ｂ股  900932,20151130,Tn证券卖出,36630.13,9700,3.783,36928,美元,20151126,0,2015,900932,陆家Ｂ股  ,
凯龙股份  002783,20151130,新股申购,-86040,3000,28.68,52860.15,人民币,20151130,0,2015,2783,凯龙股份  ,
证券B  150172,20151130,证券买入,-199885.95,118600,1.685,800160.82,人民币,20151130,0,2015,150172,证券B  ,
三夫户外  002780,20151201,新股申购,-61230,6500,9.42,124861.59,人民币,20151201,0,2015,2780,三夫户外  ,
中坚科技  002779,20151201,新股申购,-102935,8500,12.11,186091.59,人民币,20151201,0,2015,2779,中坚科技  ,
申购款  734696,20151201,新股申购,-121200,12000,10.1,289026.59,人民币,20151201,0,2015,734696,申购款  ,
申购款  734398,20151201,新股申购,-125730,9000,13.97,410226.59,人民币,20151201,0,2015,734398,申购款  ,
申购款  734936,20151201,新股申购,-128960,16000,8.06,535956.59,人民币,20151201,0,2015,734936,申购款  ,
申购款  734999,20151201,新股申购,-234480,24000,9.77,664916.59,人民币,20151201,0,2015,734999,申购款  ,
军工B  150182,20151201,证券买入,-53536.06,60000,0.892,899396.59,人民币,20151201,0,2015,150182,军工B  ,
GC001  204001,20151201,融券购回,300005.83,3000,0.7,952932.65,人民币,20151130,0,2015,204001,GC001  ,
GC001  204001,20151201,融券购回,600066.67,6000,4,652926.82,人民币,20151130,0,2015,204001,GC001  ,
润欣科技  300493,20151201,新股申购,-82440,12000,6.87,42421.59,人民币,20151201,0,2015,300493,润欣科技  ,
陆家Ｂ股  900932,20151202,Tn证券买入,-18414.72,4600,4,239.47,美元,20151130,0,2015,900932,陆家Ｂ股  ,
陆家Ｂ股  900932,20151202,Tn证券买入,-18273.81,4800,3.804,18654.19,美元,20151130,0,2015,900932,陆家Ｂ股  ,
创业板B  150153,20151202,证券买入,-42368.91,27900,1.518,86092.68,人民币,20151202,0,2015,150153,创业板B  ,
凯龙股份  002783,20151202,申购还款,86040,3000,28.68,128461.59,人民币,20151130,0,2015,2783,凯龙股份  ,
创业板B  150153,20151203,证券卖出,61421.57,38400,1.6,1148199.65,人民币,20151203,0,2015,150153,创业板B  ,
军工B  150182,20151203,证券买入,-59449.83,68000,0.874,1086778.08,人民币,20151203,0,2015,150182,军工B  ,
创业板B  150153,20151203,证券卖出,121845.04,76800,1.587,1146227.91,人民币,20151203,0,2015,150153,创业板B  ,
军工B  150182,20151203,证券买入,-87605.47,101600,0.862,1024382.87,人民币,20151203,0,2015,150182,军工B  ,
证券B  150172,20151203,证券卖出,262696.37,144700,1.816,1111988.34,人民币,20151203,0,2015,150172,证券B  ,
创业板B  150153,20151203,证券买入,-85715.71,55000,1.558,849291.97,人民币,20151203,0,2015,150153,创业板B  ,
博敏申购  732936,20151203,申购中签,-8060,1000,8.06,935007.68,人民币,20151201,0,2015,732936,博敏申购  ,
润欣科技  300493,20151203,申购还款,82440,12000,6.87,943067.68,人民币,20151201,0,2015,300493,润欣科技  ,
三夫户外  002780,20151203,申购还款,61230,6500,9.42,860627.68,人民币,20151201,0,2015,2780,三夫户外  ,
中坚科技  002779,20151203,申购还款,102935,8500,12.11,799397.68,人民币,20151201,0,2015,2779,中坚科技  ,
申购款  734696,20151203,申购还款,121200,12000,10.1,696462.68,人民币,20151201,0,2015,734696,申购款  ,
申购款  734398,20151203,申购还款,125730,9000,13.97,575262.68,人民币,20151201,0,2015,734398,申购款  ,
申购款  734936,20151203,申购还款,128960,16000,8.06,449532.68,人民币,20151201,0,2015,734936,申购款  ,
申购款  734999,20151203,申购还款,234480,24000,9.77,320572.68,人民币,20151201,0,2015,734999,申购款  ,
创业板B  150153,20151203,证券卖出,91902.02,57600,1.596,1240101.67,人民币,20151203,0,2015,150153,创业板B  ,
创业板B  150153,20151203,证券卖出,91138.65,57700,1.58,1331240.32,人民币,20151203,0,2015,150153,创业板B  ,
军工B  150182,20151203,证券买入,-87626.28,100000,0.876,1499366.89,人民币,20151203,0,2015,150182,军工B  ,
证券B  150172,20151203,证券卖出,255752.85,144700,1.768,1586993.17,人民币,20151203,0,2015,150172,证券B  ,
陆家Ｂ股  900932,20151203,Tn证券卖出,13185.32,3100,4.261,13424.79,美元,20151201,0,2015,900932,陆家Ｂ股  ,
陆家Ｂ股  900932,20151203,Tn证券卖出,20291.41,4800,4.235,40094.69,美元,20151201,0,2015,900932,陆家Ｂ股  ,
陆家Ｂ股  900932,20151203,Tn证券卖出,6378.49,1500,4.26,19803.28,美元,20151201,0,2015,900932,陆家Ｂ股  ,
-  -,20151204,证券转银行,-150000,0,0,1349366.89,人民币,20151204,0,2015,  -,-,
-  -,20151204,证券转银行,-649300,0,0,700066.89,人民币,20151204,0,2015,  -,-,
-  -,20151204,证券转银行,-40000,0,0,94.69,美元,20151204,0,2015,  -,-,
-  -,20151204,证券转银行,-250000,0,0,450066.89,人民币,20151204,0,2015,  -,-,
创业板B  150153,20151204,证券买入,-87679.4,55000,1.594,255075.31,人民币,20151204,0,2015,150153,创业板B  ,
军工B  150182,20151204,证券买入,-106231.86,120000,0.885,148843.45,人民币,20151204,0,2015,150182,军工B  ,
证券B  150172,20151204,证券买入,-262269.96,151600,1.729,-113426.51,人民币,20151204,0,2015,150172,证券B  ,
创业板B  150153,20151204,证券买入,-128518.54,80000,1.606,-241945.05,人民币,20151204,0,2015,150153,创业板B  ,
军工B  150182,20151204,证券买入,-107312.18,120000,0.894,342754.71,人民币,20151204,0,2015,150182,军工B  ,
证券B  150172,20151204,证券卖出,258552.01,151600,1.706,16606.96,人民币,20151204,0,2015,150172,证券B  ,
证券B  150172,20151207,证券卖出,98430.22,58607,1.68,400707.98,人民币,20151207,0,2015,150172,证券B  ,
创业板B  150153,20151207,证券卖出,299730.05,190000,1.578,302277.76,人民币,20151207,0,2015,150153,创业板B  ,
用友网络  600588,20151207,证券买入,-295690.59,10200,28.98,2547.71,人民币,20151207,0,2015,600588,用友网络  ,
创业板B  150153,20151207,证券买入,-298047.59,189300,1.574,298238.3,人民币,20151207,0,2015,150153,创业板B  ,
证券B  150172,20151207,证券买入,-270321.07,160000,1.689,596285.89,人民币,20151207,0,2015,150172,证券B  ,
-  -,20151207,银行转证券,40000,0,0,40094.69,美元,20151207,0,2015,  -,-,
-  -,20151207,银行转证券,850000,0,0,866606.96,人民币,20151207,0,2015,  -,-,
用友网络  600588,20151208,证券卖出,306005.54,10200,30.04,1987046.44,人民币,20151208,0,2015,600588,用友网络  ,
创业板B  150153,20151208,证券卖出,290613.82,189300,1.536,1681040.9,人民币,20151208,0,2015,150153,创业板B  ,
军工B  150182,20151208,证券卖出,506380.44,630800,0.803,1390427.08,人民币,20151208,0,2015,150182,军工B  ,
证券B  150172,20151208,证券卖出,883895,535601,1.651,884046.64,人民币,20151208,0,2015,150172,证券B  ,
证券B  150172,20151208,证券买入,-36482.34,21800,1.673,151.64,人民币,20151208,0,2015,150172,证券B  ,
证券B  150172,20151208,证券买入,-364074,217943,1.67,36633.98,人民币,20151208,0,2015,150172,证券B  ,
新代码  603936,20151208,新股入帐,0,1000,0,400707.98,人民币,20151201,0,2015,603936,新代码  ,
军工B  150182,20151209,证券买入,-605649.14,733900,0.825,69.34,人民币,20151209,0,2015,150182,军工B  ,
军工B  150182,20151209,证券买入,-302750.8,370000,0.818,605718.48,人民币,20151209,0,2015,150182,军工B  ,
证券B  150172,20151209,证券买入,-302858.33,182500,1.659,1211210.28,人民币,20151209,0,2015,150172,证券B  ,
证券B  150172,20151209,证券买入,-302741,182100,1.662,908469.28,人民币,20151209,0,2015,150172,证券B  ,
证券B  150172,20151209,证券买入,-378987.76,228100,1.661,1514068.61,人民币,20151209,0,2015,150172,证券B  ,
爱建集团  600643,20151209,证券买入,-93990.07,6000,15.66,1893056.37,人民币,20151209,0,2015,600643,爱建集团  ,
军工B  150182,20151215,证券买入,-814568.1,961500,0.847,1629559.16,人民币,20151215,0,2015,150182,军工B  ,
军工B  150182,20151215,证券卖出,466300.07,552000,0.845,2444127.26,人民币,20151215,0,2015,150182,军工B  ,
证券B  150172,20151215,证券卖出,28062.24,15543,1.806,1977827.19,人民币,20151215,0,2015,150172,证券B  ,
军工B  150182,20151215,证券卖出,465112.12,551900,0.843,1949764.95,人民币,20151215,0,2015,150182,军工B  ,
证券B  150172,20151215,证券卖出,383010.16,210700,1.818,1484652.83,人民币,20151215,0,2015,150172,证券B  ,
证券B  150172,20151215,证券卖出,345921.29,190000,1.821,1101642.67,人民币,20151215,0,2015,150172,证券B  ,
证券B  150172,20151215,证券卖出,755652.04,416200,1.816,755721.38,人民币,20151215,0,2015,150172,证券B  ,
陆家Ｂ股  900932,20151216,Tn证券买入,-19845.86,5000,3.966,20248.83,美元,20151214,0,2015,900932,陆家Ｂ股  ,
军工B  150182,20151216,证券买入,-241594.86,292400,0.826,483333.4,人民币,20151216,0,2015,150182,军工B  ,
创业板B  150153,20151216,证券买入,-360990.26,221400,1.63,724928.26,人民币,20151216,0,2015,150153,创业板B  ,
证券B  150172,20151216,证券买入,-543640.64,292700,1.857,1085918.52,人民币,20151216,0,2015,150172,证券B  ,
创业板B  150153,20151217,证券卖出,246565.61,147600,1.671,878944.57,人民币,20151217,0,2015,150153,创业板B  ,
证券B  150172,20151217,证券卖出,363051.04,195200,1.86,632378.96,人民币,20151217,0,2015,150172,证券B  ,
证券B  150172,20151217,证券卖出,182855.13,97500,1.876,145750,人民币,20151217,0,2015,150172,证券B  ,
爱建集团  600643,20151217,证券买入,-120438.53,8000,15.05,-37105.13,人民币,20151217,0,2015,600643,爱建集团  ,
-  -,20151217,证券转银行,-400000,0,0,83333.4,人民币,20151217,0,2015,  -,-,
创业板B  150153,20151217,证券卖出,123577.92,73800,1.675,269327.92,人民币,20151217,0,2015,150153,创业板B  ,
-  -,20151218,证券转银行,-400000,0,0,478944.57,人民币,20151218,0,2015,  -,-,
爱建集团  600643,20151218,证券买入,-81836.18,5400,15.15,397108.39,人民币,20151218,0,2015,600643,爱建集团  ,
证券B  150172,20151218,证券买入,-265708.89,145100,1.831,131399.5,人民币,20151218,0,2015,150172,证券B  ,
爱建集团  600643,20151218,证券卖出,79922.36,5400,14.82,211321.86,人民币,20151218,0,2015,600643,爱建集团  ,
证券B  150172,20151218,证券买入,-211284.77,116000,1.821,37.09,人民币,20151218,0,2015,150172,证券B  ,
-  -,20151221,利息归本,1.63,0,0,20250.46,美元,20151221,0,2015,  -,-,
-  -,20151221,利息归本,280.88,0,0,400317.97,人民币,20151221,0,2015,  -,-,
军工B  150182,20151221,证券买入,-400019.97,465000,0.86,298,人民币,20151221,0,2015,150182,军工B  ,
证券B  150172,20151221,证券卖出,485239.28,261100,1.859,485537.28,人民币,20151221,0,2015,150172,证券B  ,
GC001  204001,20151221,融券回购,-400004,4000,2.66,85533.28,人民币,20151221,0,2015,204001,GC001  ,
-  -,20151221,银行转证券,400000,0,0,400037.09,人民币,20151221,0,2015,  -,-,
-  -,20151221,利息归本,10.26,0,0,10.26,人民币,20151221,0,2015,  -,-,是
-  -,20151222,银行转证券,400000,0,0,485533.28,人民币,20151222,0,2015,  -,-,
GC001  204001,20151222,融券购回,400029.56,4000,2.66,885562.84,人民币,20151221,0,2015,204001,GC001  ,
广电电气  601616,20151222,证券买入,-161331.61,18000,8.96,724231.23,人民币,20151222,0,2015,601616,广电电气  ,
GC001  204001,20151222,融券回购,-500005,5000,3.21,62776.58,人民币,20151222,0,2015,204001,GC001  ,
GC001  204001,20151222,融券回购,-100001,1000,2.415,5941.33,人民币,20151222,0,2015,204001,GC001  ,
军工B  150182,20151222,证券卖出,43165.75,48900,0.883,105942.33,人民币,20151222,0,2015,150182,军工B  ,
廊坊发展  600149,20151222,证券买入,-161449.65,10100,15.98,562781.58,人民币,20151222,0,2015,600149,廊坊发展  ,
申购款  734778,20151223,新股申购,-151840,8000,18.98,13495.69,人民币,20151223,0,2015,734778,申购款  ,
申购款  734299,20151223,新股申购,-62730,17000,3.69,165335.69,人民币,20151223,0,2015,734299,申购款  ,
GC001  204001,20151223,融券回购,-300003,3000,3.6,228065.69,人民币,20151223,0,2015,204001,GC001  ,
爱建集团  600643,20151223,证券卖出,155092,9700,16.01,528068.69,人民币,20151223,0,2015,600643,爱建集团  ,
爱建集团  600643,20151223,证券卖出,155576.37,9700,16.06,372976.69,人民币,20151223,0,2015,600643,爱建集团  ,
用友网络  600588,20151223,证券买入,-151868.58,4800,31.629,217400.32,人民币,20151223,0,2015,600588,用友网络  ,
廊坊发展  600149,20151223,证券买入,-152726.85,9700,15.74,369268.9,人民币,20151223,0,2015,600149,廊坊发展  ,
爱建集团  600643,20151223,证券买入,-83996.87,5400,15.55,521995.75,人民币,20151223,0,2015,600643,爱建集团  ,
GC001  204001,20151223,融券购回,100006.71,1000,2.415,605992.62,人民币,20151222,0,2015,204001,GC001  ,
GC001  204001,20151223,融券购回,500044.58,5000,3.21,505985.91,人民币,20151222,0,2015,204001,GC001  ,
陆家Ｂ股  900932,20151223,Tn证券买入,-10295.74,2500,4.115,9954.72,美元,20151221,0,2015,900932,陆家Ｂ股  ,
爱建集团  600643,20151224,证券卖出,84128.82,5400,15.6,2062912.38,人民币,20151224,0,2015,600643,爱建集团  ,
军工B  150182,20151224,证券买入,-687691.35,831300,0.827,58.21,人民币,20151224,0,2015,150182,军工B  ,
军工B  150182,20151224,证券买入,-687587.01,834200,0.824,687749.56,人民币,20151224,0,2015,150182,军工B  ,
军工B  150182,20151224,证券买入,-687575.81,835200,0.823,1375336.57,人民币,20151224,0,2015,150182,军工B  ,
用友网络  600588,20151224,证券卖出,147117.55,4800,30.69,1978783.56,人民币,20151224,0,2015,600588,用友网络  ,
军工B  150182,20151224,证券卖出,682825.09,835000,0.818,1831666.01,人民币,20151224,0,2015,150182,军工B  ,
军工B  150182,20151224,证券卖出,684494.59,835000,0.82,1148840.92,人民币,20151224,0,2015,150182,军工B  ,
广电电气  601616,20151224,证券卖出,150820.64,18000,8.39,464346.33,人民币,20151224,0,2015,601616,广电电气  ,
GC001  204001,20151224,融券购回,300030,3000,3.6,313525.69,人民币,20151223,0,2015,204001,GC001  ,
申购款  734778,20151225,申购还款,151840,8000,18.98,214628.21,人民币,20151223,0,2015,734778,申购款  ,
申购款  734299,20151225,申购还款,62730,17000,3.69,62788.21,人民币,20151223,0,2015,734299,申购款  ,
爱建集团  600643,20151228,证券买入,-214403.56,13300,16.115,224.65,人民币,20151228,0,2015,600643,爱建集团  ,
陆家Ｂ股  900932,20151229,Tn证券卖出,15650.58,3800,4.126,40861.58,美元,20151224,0,2015,900932,陆家Ｂ股  ,
陆家Ｂ股  900932,20151229,Tn证券卖出,15256.28,3700,4.131,25211,美元,20151224,0,2015,900932,陆家Ｂ股  ,
陆家Ｂ股  900932,20151230,Tn证券买入,-20611.17,4900,4.203,50.26,美元,20151228,0,2015,900932,陆家Ｂ股  ,
陆家Ｂ股  900932,20151230,Tn证券买入,-20200.15,4800,4.205,20661.43,美元,20151228,0,2015,900932,陆家Ｂ股  ,
博敏电子  603936,20151231,证券卖出,50708.98,1000,50.776,50933.63,人民币,20151231,0,2015,603936,博敏电子  ,
军工B  150182,20160104,证券买入,-50871.26,65200,0.78,62.37,人民币,20160104,0,2016,150182,军工B  ,
军工B级  150187,20160112,证券买入,-435186.03,432900,1.005,870527.64,人民币,20160112,0,2016,150187,军工B级  ,
军工B  150182,20160112,证券卖出,508796.42,999900,0.509,508858.79,人民币,20160112,0,2016,150182,军工B  ,
军工B  150182,20160112,证券卖出,288058.46,566100,0.509,1305713.67,人民币,20160112,0,2016,150182,军工B  ,
军工B级  150187,20160112,证券买入,-435244.04,437300,0.995,435283.6,人民币,20160112,0,2016,150187,军工B级  ,
军工B  150182,20160112,证券卖出,508796.42,999900,0.509,1017655.21,人民币,20160112,0,2016,150182,军工B  ,
证券B  150172,20160112,证券买入,-435183.42,351700,1.237,100.18,人民币,20160112,0,2016,150172,证券B  ,
创业板B  150153,20160115,证券买入,-211890.55,231000,0.917,35.22,人民币,20160115,0,2016,150153,创业板B  ,
证券B  150172,20160115,证券卖出,214411.66,175800,1.22,214511.84,人民币,20160115,0,2016,150172,证券B  ,
创业板B  150153,20160115,证券买入,-214247.45,231800,0.924,264.39,人民币,20160115,0,2016,150153,创业板B  ,
爱建集团  600643,20160115,证券卖出,137606.11,13300,10.36,137870.5,人民币,20160115,0,2016,600643,爱建集团  ,
军工B级  150187,20160115,证券买入,-137840.64,136300,1.011,29.86,人民币,20160115,0,2016,150187,军工B级  ,
证券B  150172,20160115,证券卖出,211895.91,175900,1.205,211925.77,人民币,20160115,0,2016,150172,证券B  ,
军工B  150182,20160118,证券买入,-89186.15,213300,0.418,30.14,人民币,20160118,0,2016,150182,军工B  ,
军工B  150182,20160118,证券买入,-140195.75,336100,0.417,89216.29,人民币,20160118,0,2016,150182,军工B  ,
廊坊发展  600149,20160118,证券卖出,229376.82,19800,11.6,229412.04,人民币,20160118,0,2016,600149,廊坊发展  ,
创业板B  150153,20160119,证券卖出,462325.66,462800,0.999,462355.8,人民币,20160119,0,2016,150153,创业板B  ,
军工B级  150187,20160119,证券买入,-13307.8,12400,1.073,449048,人民币,20160119,0,2016,150187,军工B级  ,
创业板B  150153,20160119,证券买入,-448910.43,444400,1.01,137.57,人民币,20160119,0,2016,150153,创业板B  ,
军工B  150182,20160121,证券卖出,257042.06,549400,0.468,257179.63,人民币,20160121,0,2016,150182,军工B  ,
创业板B  150153,20160121,证券卖出,422053.35,444400,0.95,679232.98,人民币,20160121,0,2016,150153,创业板B  ,
军工B级  150187,20160121,证券买入,-41604.68,44200,0.941,637628.3,人民币,20160121,0,2016,150187,军工B级  ,
证券B  150172,20160122,证券买入,-255434.49,222400,1.148,255795.9,人民币,20160122,0,2016,150172,证券B  ,
创业板B  150153,20160122,证券买入,-255747.5,276700,0.924,48.4,人民币,20160122,0,2016,150153,创业板B  ,
军工B级  150187,20160122,证券买入,-126397.91,135000,0.936,511230.39,人民币,20160122,0,2016,150187,军工B级  ,
证券B  150172,20160128,证券卖出,207020.68,222400,0.931,207069.08,人民币,20160128,0,2016,150172,证券B  ,
军工B级  150187,20160129,证券买入,-103535.85,141400,0.732,103533.23,人民币,20160129,0,2016,150187,军工B级  ,
军工B级  150187,20160129,证券买入,-103460.63,141300,0.732,72.6,人民币,20160129,0,2016,150187,军工B级  ,
创业板B  150153,20160203,证券买入,-154739.21,174400,0.887,86.95,人民币,20160203,0,2016,150153,创业板B  ,
军工B级  150187,20160203,证券卖出,154753.56,193500,0.8,154826.16,人民币,20160203,0,2016,150187,军工B级  ,
军工B级  150187,20160204,证券卖出,72000.89,87300,0.825,72087.84,人民币,20160204,0,2016,150187,军工B级  ,
创业板B  150153,20160204,证券买入,-72060.01,76800,0.938,27.83,人民币,20160204,0,2016,150153,创业板B  ,
军工B级  150187,20160216,证券卖出,89673.09,100000,0.897,89700.92,人民币,20160216,0,2016,150187,军工B级  ,
军工B级  150187,20160216,证券卖出,90018.21,100000,0.9,269892.07,人民币,20160216,0,2016,150187,军工B级  ,
军工B  150182,20160216,证券买入,-269792.41,225700,1.195,99.66,人民币,20160216,0,2016,150182,军工B  ,
军工B级  150187,20160216,证券卖出,90172.94,100000,0.902,179873.86,人民币,20160216,0,2016,150187,军工B级  ,
军工B级  150187,20160223,证券卖出,143806.84,150000,0.959,1673237.85,人民币,20160223,0,2016,150187,军工B级  ,
创业板B  150153,20160223,证券买入,-837413.15,838000,0.999,835824.7,人民币,20160223,0,2016,150153,创业板B  ,
军工B  150182,20160223,证券买入,-417789.32,332800,1.255,418035.38,人民币,20160223,0,2016,150182,军工B  ,
军工B级  150187,20160223,证券卖出,95971.2,100000,0.96,1529431.01,人民币,20160223,0,2016,150187,军工B级  ,
军工B级  150187,20160223,证券卖出,239928,250000,0.96,1433459.81,人民币,20160223,0,2016,150187,军工B级  ,
军工B级  150187,20160223,证券卖出,10950.4,11400,0.961,1193531.81,人民币,20160223,0,2016,150187,军工B级  ,
军工B级  150187,20160223,证券卖出,346216.1,360000,0.962,1182581.41,人民币,20160223,0,2016,150187,军工B级  ,
创业板B  150153,20160223,证券卖出,525102.92,527900,0.995,525202.58,人民币,20160223,0,2016,150153,创业板B  ,
军工B  150182,20160223,证券卖出,283623.19,225700,1.257,808825.77,人民币,20160223,0,2016,150182,军工B  ,
军工B级  150187,20160223,证券卖出,27539.54,28600,0.963,836365.31,人民币,20160223,0,2016,150187,军工B级  ,
军工B  150182,20160224,证券买入,-208952.87,165400,1.263,209082.51,人民币,20160224,0,2016,150182,军工B  ,
创业板B  150153,20160224,证券买入,-209053.5,209200,0.999,29.01,人民币,20160224,0,2016,150153,创业板B  ,
创业板B  150153,20160224,证券卖出,411334.56,419000,0.982,411363.57,人民币,20160224,0,2016,150153,创业板B  ,
创业板B  150153,20160225,证券卖出,559674.65,628200,0.891,971038.22,人民币,20160225,0,2016,150153,创业板B  ,
军工B  150182,20160225,证券卖出,575248.37,498200,1.155,1546286.59,人民币,20160225,0,2016,150182,军工B  ,
GC001  204001,20160225,融券回购,-1500015,15000,5.55,46271.59,人民币,20160225,0,2016,204001,GC001  ,
GC001  204001,20160226,融券购回,1500231.25,15000,5.55,1546502.84,人民币,20160225,0,2016,204001,GC001  ,
GC001  204001,20160229,融券回购,-1500015,15000,3.285,46487.84,人民币,20160229,0,2016,204001,GC001  ,
GC001  204001,20160301,融券购回,1500136.88,15000,3.285,1546624.72,人民币,20160229,0,2016,204001,GC001  ,
中信证券  600030,20160301,证券买入,-312900.09,20000,15.64,1233724.63,人民币,20160301,0,2016,600030,中信证券  ,
证券B  150172,20160301,证券买入,-248008.28,255300,0.971,985716.35,人民币,20160301,0,2016,150172,证券B  ,
东方证券  600958,20160301,证券买入,-196588.9,10400,18.897,789127.45,人民币,20160301,0,2016,600958,东方证券  ,
GC001  204001,20160301,融券回购,-700007,7000,2.575,89120.45,人民币,20160301,0,2016,204001,GC001  ,
GC001  204001,20160302,融券购回,700050.07,7000,2.575,789170.52,人民币,20160301,0,2016,204001,GC001  ,
军工B  150182,20160302,证券买入,-157622.87,152100,1.036,631547.65,人民币,20160302,0,2016,150182,军工B  ,
银华锐进  150019,20160302,证券买入,-3008,4200,0.715,628539.65,人民币,20160302,0,2016,150019,银华锐进  ,
军工B  150182,20160302,证券买入,-156751.11,149100,1.051,471788.54,人民币,20160302,0,2016,150182,军工B  ,
创业板B  150153,20160302,证券买入,-119285.79,150000,0.795,234564.98,人民币,20160302,0,2016,150153,创业板B  ,
银华锐进  150019,20160302,证券买入,-117937.77,162400,0.726,353850.77,人民币,20160302,0,2016,150019,银华锐进  ,
创业板B  150153,20160302,证券买入,-117408.11,147500,0.796,256.81,人民币,20160302,0,2016,150153,创业板B  ,
银华锐进  150019,20160302,证券买入,-116900.06,157500,0.742,117664.92,人民币,20160302,0,2016,150019,银华锐进  ,
创业板B  150153,20160304,证券卖出,215622.79,297500,0.725,215879.6,人民币,20160304,0,2016,150153,创业板B  ,
证券B  150172,20160308,证券卖出,273370.26,255300,1.071,1005431.66,人民币,20160308,0,2016,150172,证券B  ,
银华锐进  150019,20160308,证券卖出,218054.86,324100,0.673,732061.4,人民币,20160308,0,2016,150019,银华锐进  ,
军工B  150182,20160308,证券卖出,298126.94,301200,0.99,514006.54,人民币,20160308,0,2016,150182,军工B  ,
中国重工  601989,20160308,证券买入,-195362.51,30000,6.51,810069.15,人民币,20160308,0,2016,601989,中国重工  ,
中国重工  601989,20160309,证券卖出,188750.54,30000,6.3,1199170.88,人民币,20160309,0,2016,601989,中国重工  ,
中信证券  600030,20160309,证券卖出,318978.39,20000,15.97,1518149.27,人民币,20160309,0,2016,600030,中信证券  ,
东方证券  600958,20160309,证券卖出,200351.19,10400,19.29,1010420.34,人民币,20160309,0,2016,600958,东方证券  ,
-  -,20160311,证券转银行,-1500000,0,0,18149.27,人民币,20160311,0,2016,  -,-,
证券B  150172,20160314,证券买入,-303835.12,268800,1.13,1214314.15,人民币,20160314,0,2016,150172,证券B  ,
创业板  159915,20160314,证券买入,-303329.77,157200,1.929,910984.38,人民币,20160314,0,2016,159915,创业板  ,
中信证券  600030,20160314,证券买入,-302735.84,18200,16.629,608248.54,人民币,20160314,0,2016,600030,中信证券  ,
银华锐进  150019,20160314,证券买入,-202748.41,278800,0.727,405500.13,人民币,20160314,0,2016,150019,银华锐进  ,
中国重工  601989,20160314,证券买入,-202310.72,31900,6.34,203189.41,人民币,20160314,0,2016,601989,中国重工  ,
-  -,20160314,银行转证券,1500000,0,0,1518149.27,人民币,20160314,0,2016,  -,-,
银华锐进  150019,20160316,证券卖出,191199.42,278800,0.686,394388.83,人民币,20160316,0,2016,150019,银华锐进  ,
创业板  159915,20160317,证券买入,-394369.78,202700,1.945,19.05,人民币,20160317,0,2016,159915,创业板  ,
-  -,20160321,利息归本,0.23,0,0,50.49,美元,20160321,0,2016,  -,-,
-  -,20160321,利息归本,111.75,0,0,130.8,人民币,20160321,0,2016,  -,-,
创业板  159915,20160321,证券卖出,251354.87,119900,2.097,251485.67,人民币,20160321,0,2016,159915,创业板  ,
军工B  150182,20160321,证券买入,-189300.27,155500,1.217,187787.71,人民币,20160321,0,2016,150182,军工B  ,
银华锐进  150019,20160321,证券买入,-187654.68,229900,0.816,133.03,人民币,20160321,0,2016,150019,银华锐进  ,
创业板  159915,20160321,证券卖出,125602.31,60000,2.094,377087.98,人民币,20160321,0,2016,159915,创业板  ,
-  -,20160321,利息归本,0.01,0,0,10.27,人民币,20160321,0,2016,  -,-,是
军工B  150182,20160322,证券买入,-112559.36,83600,1.346,134.38,人民币,20160322,0,2016,150182,军工B  ,
中国重工  601989,20160322,证券卖出,225235.3,31900,7.07,225368.33,人民币,20160322,0,2016,601989,中国重工  ,
银华锐进  150019,20160322,证券买入,-112674.59,136700,0.824,112693.74,人民币,20160322,0,2016,150019,银华锐进  ,
创业板B  150153,20160322,证券买入,-191118.52,190300,1.004,191221.16,人民币,20160322,0,2016,150153,创业板B  ,
创业板B  150153,20160322,证券买入,-191149.33,189200,1.01,71.83,人民币,20160322,0,2016,150153,创业板B  ,
创业板  159915,20160322,证券卖出,382205.3,180000,2.124,382339.68,人民币,20160322,0,2016,159915,创业板  ,
银华锐进  150019,20160329,证券卖出,284762.75,366600,0.777,284834.58,人民币,20160329,0,2016,150019,银华锐进  ,
银华锐进  150019,20160330,证券买入,-284429.2,337300,0.843,405.38,人民币,20160330,0,2016,150019,银华锐进  ,
